glagoli  |  top2     
glumovati: jem, am
sekvestrirati: am, em
analogizirati: am, im
uvratiti: im, am
đinđavati: am, jem
izronjavati: am, jem
prokockavati: am, im
uspokojivati: jem, am
zagukati: em, am
slanjivati: jem, am
stuštiti: im, am
izažeti: im, jem
izranjavati: am, jem
iskrčivati: jem, am
dojahati: em, jem
uključivati: jem, am
isprecrtati: am, im
vidavati: am, jem
šetnuti: em, im
purivati: am, jem
šljunčariti: im, am
posjecati: em, am
izružiti: im, jem
blagorođivati: jem, am
dokačiti: im, jem
klišejizirati: am, em
gnajati: am, jem
rastrubljivati: jem, am
marivati: jem, am
dolijepiti: im, em
sređivati: jem, am
njupati: am, im
drogirati: am, im
pregrijati: ijem, am
riljati: am, im
skriviti: im, am
fratrivati: am, jem
pobojiti: im, jem
blezgariti: im, jem
freskirati: am, em
crtarati: am, im
spjevavati: am, em
depilirati: am, im
poislamiti: im, jem
lakrdijašiti: im, am
otkoračati: im, am
zagađivati: jem, am
reokupirati: am, em
potrkivati: jem, am
opustinjivati: jem, em
pravdašiti: im, jem
četverostručivati: jem, am
račlati: am, im
optimirati: am, em
preguravati: am, jem
rasprašivati: jem, am
subjektivizirati: am, im
otpiriti: im, jem
oblajavati: am, jem
odučiti: im, jem
oglupiti: im, jem
ćoravjeti: im, jem
utucavati: am, im
involvirati: am, im
pupati: am, im
proviđati: am, em
pripojiti: im, jem
hoblati: jem, am
rutaviti: im, am
štentati: am, em
zaslijepjeti: im, em
štelati: am, jem
zrcaliti: im, em
sastrugivati: jem, am
metropolizirati: am, em
zalelujati: im, am
utrapljivati: jem, am
upicaniti: im, em
zadešavati: am, im
ogoljavati: am, jem
zasukati: em, am
raščepiti: im, jem
ušunjati: am, jem
pućkati: em, im
rasplatiti: im, ijem
reintegrirati: am, im
tanjivati: jem, em
papučivati: jem, am
unazađivati: jem, am
centrifugirati: am, im
fiksati: am, im
dostignuti: em, im
cakljivati: jem, am
koincidirati: am, im
skrozirati: am, im
depotencirati: am, im
povezivati: jem, am
renonsirati: am, im
gljiviti: im, jem
skrahirati: am, im
vapniti: im, am
švenkati: am, em
otruniti: im, jem
zagraktavati: am, im
ništiti: im, jem
preodgajati: am, jem
bordižavati: am, im
isfućkavati: am, im
učivati: am, jem
siriti: im, am
oprimjerivati: jem, am
dobrovoljavati: am, jem
proploviti: im, jem
pocrvenjivati: jem, am
ćeretavati: am, im
željkovati: jem, im
ulubiti: im, am
zgrizati: am, em
paradirati: am, im
odgonetavati: am, im
prekucavati: am, im
odsuti: em, jem
strukirati: am, em
soravati: am, jem
liferovati: jem, am
uruđžbirati: am, im
raslojivati: jem, am
uzaći: em, am
sablažnjivati: jem, am
okračavati: am, im
zapostavljati: am, em
uglačavati: am, im
koškati: am, im
područiti: im, jem
kuđivati: jem, am
osljepljivati: jem, am
ufurati: am, em
zakrviti: im, am
popirati: em, am
uzšetati: am, em
cjelnuti: em, im
rasprodavati: jem, am
smjeriti: im, am
fetati: am, em
panjivati: jem, em
okasniti: im, jem
jojkati: am, em
državati: am, im
grepkati: am, em
ukresivati: jem, am
pitkivati: jem, am
nastudirati: am, em
utrčavati: am, im
isprsivati: jem, am
cjepkavati: am, im
povojniciti: im, am
burkivati: jem, am
dekoncentrirati: am, im
natkrivati: am, im
jekati: em, am
zakrmeljivati: jem, am
pomjeriti: im, am
pozoriti: im, am
odšepati: am, im
spacionirati: am, im
objedati: am, im
razaznati: am, em
blendati: am, em
melirati: am, em
razmagliti: im, jem
potovarivati: jem, am
isprskati: am, em
okolišavati: am, im
đisnuti: em, jem
opanjkati: am, im
mrmljavati: am, jem
bradviti: im, ijem
naknaditi: im, am
sakupiti: im, jem
napujdati: im, am
prokotrljati: am, em
ukisnuti: em, jem
umnogostručiti: im, jem
štimati: am, em
kapnuti: em, im
mrčivati: jem, am
nijansirati: am, em
zagrebati: am, em
donirati: em, am
ispreturati: am, im
optirati: em, am
iskuljati: am, jem
orumeniti: im, jem
indignirati: am, im
upucati: am, em
pobrzati: am, em
podglaviti: im, am
diseminirati: am, em
strusivati: jem, am
osovljivati: jem, am
zaigumaniti: im, jem
krčmiti: im, am
iskućiti: im, jem
odleđivati: jem, am
injektirati: em, am
krajčiti: im, am
zagaravljivati: jem, am
jaziti: im, em
zanoćiti: im, jem
uciijati: em, im
suobličiti: im, jem
protiviti: im, ijem
restartati: am, em
bjelasnuti: em, im
doplijeviti: im, em
krašavati: am, im
isplovljivati: jem, am
brifirati: am, em
usporivati: jem, am
ufitiljivati: jem, am
ovjerovljivati: jem, am
zapasivati: jem, em
zarđati: am, im
sakloniti: im, jem
jekaviti: im, am
zadjevojčivati: jem, am
sažvakati: am, em
ionizirati: am, em
prijaviti: im, jem
izgrnuti: em, im
zasukivati: jem, am
premošćivati: jem, am
presjedjeti: im, am
crknuti: em, im
šematizirati: am, em
nagnjaviti: im, jem
srbizirati: am, im
škrgutnuti: em, im
kapitulirati: am, im
ispraskivati: jem, am
dalečiti: im, jem
doplivavati: am, em
kijati: am, jem
omrtviti: im, am
natirati: am, em
zahvaćati: am, em
odmikljati: am, jem
onijemiti: im, am
iskrzavati: am, em
prikvačiti: im, jem
ljuljavati: am, jem
protiskati: am, em
ukotvljivati: jem, am
razlupati: am, im
preglačati: am, jem
nazidati: am, em
zabacivati: jem, am
jagmiti: im, am
predisponirati: em, am
đakovati: jem, am
kubirati: am, im
pečivati: jem, am
prostiti: im, jem
razguravati: am, jem
prenaprezati: em, am
posijediti: im, am
krtičiti: im, jem
treptavati: am, im
pipkati: am, em
oslanjivati: jem, am
poplahnuti: em, im
zaribavati: am, em
egalizirati: am, em
krabuljiti: im, jem
razrovati: jem, im
razilaziti: im, em
gukivati: am, jem
zgurivati: am, jem
učašiti: im, jem
zadimiti: im, am
dogmatizirati: am, im
prositniti: im, am
raseljivati: jem, am
zapitivati: jem, am
ognjecaviti: im, am
zatupjeti: im, em
luđivati: jem, am
krepljivati: jem, am
okrčiti: im, am
reificirati: am, em
remitirati: am, im
okoliti: im, am
sluhivati: jem, am
otplinjivati: jem, em
zasvjetlucati: am, im
uzvisiti: im, am
presoljavati: am, jem
sjemeniti: im, jem
diplati: am, jem
snebiti: am, im
raspisivati: jem, am
cunjati: am, jem
uplastiti: im, jem
potkopavati: am, im
žbatiti: im, am
gromiti: im, am
slovkati: am, im
diferencirati: am, em
izvisjeti: im, em
udebljati: am, jem
ljoskati: am, em
opustinjiti: im, jem
glačavati: am, im
ikaviti: im, am
odškolovati: jem, am
podgristi: em, jem
razvikivati: jem, am
poživčaniti: im, jem
obavezivati: jem, am
zaoštravati: am, jem
pocrvljati: am, em
raskužiti: im, jem
saplitati: em, am
okrhati: am, im
sposobljivati: jem, am
nazubiti: im, em
četi: em, im
potješnjavati: am, jem
doklati: jem, am
sotonizirati: am, im
kontraponirati: am, im
posniježiti: im, em
livrirati: am, im
propaliti: im, em
smrtiti: im, jem
vernirati: am, em
škonkvašati: am, im
pujdati: am, im
pečiti: im, jem
razglobljivati: jem, am
čeličiti: im, jem
onjuškati: am, im
uzmognuti: em, im
uvrgnuti: em, im
spirati: em, am
koljenčivati: jem, im
alocirati: am, im
izvitoperavati: am, jem
risivati: jem, am
začađivati: jem, am
vrzati: em, am
utanjiti: im, am
kraljiti: im, jem
raskrižati: am, im
poekaviti: im, am
zapuštati: am, im
podranjati: am, em
uskisivati: jem, am
odlupiti: im, jem
donijeti: em, im
sklupčati: em, im
zacilikati: am, em
zakukuriknuti: em, im
smrdjeti: im, em
umatati: am, em
oparati: am, em
obješćivati: jem, am
prigotavljati: am, im
inhibirati: am, im
priskakati: em, am
obrezivati: am, jem
točnjivati: jem, am
zamoljavati: am, jem
ošamućivati: jem, am
raskrčmljivati: jem, am
pucavati: am, im
desalinizirati: am, em
antišambrirati: am, im
razbucavati: am, im
potopiti: im, jem
formljivati: jem, am
orobljavati: am, jem
spenđati: am, em
frotirati: am, em
justirati: em, im
svarivati: jem, am
beletrizirati: am, im
dosegnuti: em, im
posipavati: am, im
hujavati: am, jem
utrčati: im, am
štrpnuti: em, im
petavati: am, im
deetatizirati: am, em
potlačiti: im, jem
odrobijati: am, jem
začitati: am, em
odizati: em, am
suprotstaviti: im, am
raščupavati: am, im
zagorijevati: am, jem
progutavati: am, im
izaprati: em, am
otploviti: im, jem
cvrcati: am, im
dvostručivati: jem, am
laprdati: am, im
udostojivati: am, jem
probećariti: im, jem
iskliknuti: em, im
marginalizirati: am, im
uslužiti: im, jem
tarasivati: jem, am
trznuti: em, im
svrstavati: am, im
oživotvorivati: am, jem
otesavati: jem, em
uljuljati: am, em
krijesiti: im, em
prisjedati: im, am
satirizirati: am, em
blaživati: jem, em
pobrstiti: im, jem
otkraviti: im, am
izvračati: am, im
rasvjetljavati: am, jem
sprliti: im, em
isprosjačivati: jem, am
stvarivati: jem, am
cijuknuti: em, im
stovariti: im, jem
ožeti: jem, em
zipkati: am, em
rashrvatiti: im, am
prehranjivati: jem, am
uslojavati: am, jem
trućavati: am, jem
dokusurivati: jem, am
kajditi: im, am
dopingirati: am, em
prokotrljavati: am, jem
pretaljivati: jem, am
obogotvorivati: jem, am
opredmetiti: im, ijem
ujednačiti: im, am
oklasati: am, em
porječkavati: am, im
enumerirati: am, em
ispotpisivati: jem, am
drjemnuti: em, im
oporeći: em, im
falsetirati: am, em
bistrivati: jem, am
nadvesti: em, jem
svjetluckati: am, im
mjauknuti: em, im
osvjedočivati: am, jem
zabugarivati: am, jem
ubrljati: am, em
povlađivati: jem, am
dokoračati: am, im
narihtavati: am, im
nažuljiti: im, jem
rekurirati: am, im
crvljivati: jem, am
kašnjavati: am, jem
sazvati: em, am
prezadužiti: im, em
dišiti: im, jem
mašati: am, em
uspaničariti: im, jem
kontrapunktirati: am, im
prežvakati: am, em
sterilizirati: am, em
štapati: am, im
razbjesnjeti: im, em
utančati: am, im
prekraćivati: jem, am
izbečivati: jem, am
izvrćivati: jem, am
dovršivati: jem, am
podstaći: em, jem
doskočiti: im, am
vrljačiti: im, am
cvičati: im, am
domašivati: jem, am
preforsirati: am, im
gaknuti: em, im
kontekstuirati: am, im
ucijediti: im, am
propirati: em, am
uvojačivati: jem, am
nadopunjivati: jem, em
razrješivati: jem, am
poskupiti: im, jem
rutavjeti: im, am
ekskulpirati: am, im
podšiti: im, ijem
potcrtati: am, im
prestrojiti: im, jem
federalizirati: am, em
krhavati: am, im
raskrštavati: am, im
uparaditi: im, am
ražavati: am, im
uštapljivati: jem, am
komedijati: am, im
zavirnuti: em, im
obijeliti: im, em
domesticirati: am, em
uglazbljivati: jem, am
prikapčati: am, em
ukrašavati: am, im
pjeskariti: im, am
utrostručivati: jem, am
otpresti: em, ijem
prenaglašivati: jem, am
nažderavati: am, jem
ukroćivati: jem, am
sukati: em, am
pofaliti: im, em
komoćivati: jem, am
metonimizirati: am, im
zamjeravati: am, jem
bombonirati: am, im
pišnuti: em, im
prepostavljati: am, em
šljoknuti: em, im
bahtati: im, am
onesvješćivati: jem, am
skrutnuti: em, im
laktašiti: im, jem
ukurviti: im, am
upristojiti: im, jem
skovrčati: am, im
sagnati: am, em
zasnježivati: jem, em
chatati: am, im
okužiti: im, jem
nalašćivati: jem, am
pošećeriti: im, jem
otpješačiti: im, jem
podšivati: am, jem
glibljivati: jem, am
obosivati: jem, em
gmiziti: em, im
zakoniti: im, jem
istovjetiti: im, am
razbaštiniti: im, jem
periodizirati: am, em
priliti: im, ijem
pažati: am, im
trajavati: am, jem
obesmrćivati: jem, em
versificirati: am, im
svinuti: em, jem
ćutati: am, em
razgraničivati: jem, am
zacvokotati: em, im
razgnječiti: im, jem
promrmljati: am, em
posizati: em, am
olupati: am, im
izatkati: am, em
zacjepljivati: jem, am
čekavati: am, im
saobraćati: am, em
štrapnuti: em, im
bahnuti: em, im
naoružavati: am, im
zagrtati: em, am
svladati: am, em
dernuti: em, im
izušćivati: jem, am
ojagnjiti: im, ijem
otkoračiti: im, jem
sjednuti: em, im
raskoljivati: jem, am
presnimiti: im, am
basirati: am, em
terminirati: am, em
otjelovljivati: jem, am
zečiti: im, am
podstrizati: am, em
zabluđivati: jem, am
raspripovijedati: am, im
podcikivati: jem, am
remorkirati: am, im
felšati: am, im
nakanjivati: jem, em
oklesati: em, am
otpliniti: im, jem
podvijati: am, em
podruštvoviti: im, am
posmicati: em, am
legirati: am, em
smljeti: jem, em
ogubavjeti: im, jem
krsnuti: em, im
panjkati: am, em
omaći: em, jem
posklanjati: am, jem
prevezati: em, im
prebrinjavati: am, jem
ukoričiti: im, jem
navježbati: am, jem
vrljati: am, em
ukrstiti: im, am
zaprti: em, jem
stabiljivati: jem, am
razbubati: am, em
armati: am, im
popjevati: am, jem
pribrati: em, am
ćuškati: am, im
glickati: am, im
iskasapiti: im, jem
spodbiti: ijem, im
deklasirati: am, im
salpati: am, im
uzlati: am, jem
obdanjivati: jem, em
odškrinuti: em, im
prebjegavati: am, im
zasmijavati: am, jem
ključivati: jem, am
otpredati: am, em
oslabjeti: im, jem
smućkavati: am, im
đipnuti: em, im
omrknuti: em, im
protočiti: im, jem
sukivati: jem, am
četkati: am, em
djevojčivati: jem, am
praskavati: am, im
šljunčati: am, im
oblačivati: jem, am
proderati: em, am
sjahivati: jem, em
proskakati: em, am
ustrčati: im, jem
arbitrirati: am, im
isjeckavati: am, im
priklopljivati: jem, am
nadničariti: im, jem
surfati: am, em
uzvrtložiti: im, jem
džabalučiti: im, jem
repacificirati: am, em
dolunjati: am, jem
prigrizati: am, em
ticati: em, am
prorastati: am, em
povojničiti: im, jem
lepovati: jem, am
premijesiti: im, em
reckati: am, im
udovati: jem, am
fušeriti: im, am
ognjecavljivati: jem, am
skivati: am, jem
prismrđivati: jem, am
doplivati: am, em
rašalatavati: am, im
usrati: em, am
vampiriti: im, am
prokresati: em, am
ulickati: am, em
nabuhnuti: em, jem
zameđašiti: im, jem
šepuckati: am, im
nadnositi: im, am
zamrljati: am, em
štekavati: am, im
cicati: am, em
blagosivljati: am, em
ukrižati: am, im
zagaknuti: em, im
prižmirivati: jem, am
deklarirati: am, im
zujiti: im, jem
škropnuti: em, im
zagrijavati: am, jem
zabunkerirati: am, im
dopizditi: im, am
prepoznati: am, em
sijavati: am, jem
degustirati: am, em
zakaljati: am, im
prošavati: am, im
pomrčiti: im, am
razvrstati: am, em
koncertirati: am, im
livati: am, jem
rasplašivati: jem, am
resetirati: am, em
zablenjivati: jem, em
krupnjati: am, jem
zderavati: am, jem
pravdavati: am, jem
bjelodanjivati: jem, em
deislamizirati: am, im
kunjavati: am, jem
prožimati: am, jem
naježuriti: im, am
pozicionirati: am, im
razmekšavati: am, im
ufrkati: am, em
unositi: im, am
zasušiti: im, am
razdvajati: am, jem
sunovratiti: im, am
potencirati: am, em
opačiti: im, am
isporiti: im, am
razvijavati: am, em
uturiti: im, jem
gnježđivati: jem, am
kokati: am, em
paničiti: im, am
odrvenjeti: im, em
prestrukturirati: am, im
zastupiti: im, jem
voltavati: am, im
pretovarivati: jem, am
šarati: am, im
uzdrhtavati: am, im
poživotinjiti: im, ijem
razdrapati: am, im
dramiti: im, jem
amortizirati: am, im
formalizirati: am, em
jebavati: am, jem
sitnjivati: am, jem
podmignuti: em, im
umiljavati: am, jem
zapretavati: am, im
zaskvičati: am, im
krčati: im, am
pjenusati: am, em
cihnuti: em, jem
plaćivati: jem, am
rastrčati: im, jem
kormilariti: im, jem
iluminirati: am, em
prekriliti: im, jem
slovljavati: am, jem
odzdravljati: am, em
zloglasiti: im, jem
pootkidati: am, im
potijesniti: im, jem
lagerovati: jem, am
pohapsiti: im, am
pozobati: am, em
iskotiti: im, am
havarirati: am, im
omasovljivati: jem, am
administrirati: am, im
interpretirati: am, em
raketirati: am, em
turirati: am, im
podšišavati: am, im
ulogirati: am, em
odbludjeti: im, jem
oždrijebiti: im, am
pućpuriknuti: em, im
pljesnivjeti: im, jem
odšarafljivati: jem, am
zamumlati: am, jem
odmučati: im, jem
iskrivljivati: jem, am
rakljivati: jem, am
obnarodovati: jem, am
proprćivati: jem, am
prošlitjeti: im, ijem
došaputati: am, em
pruditi: im, am
ustaliti: im, em
sabijati: am, jem
zasunuti: em, jem
ohromjeti: im, jem
narezuckati: am, im
ništavati: am, im
razmrdati: am, im
čihavati: am, em
zgledati: am, im
pošorati: am, em
krhati: am, im
tresati: am, em
utoriti: im, am
podbočivati: jem, am
nagrabuljati: am, im
prokurvavati: am, im
sažeti: jem, em
ispremlaćivati: jem, am
čalabrknuti: em, jem
šušurivati: jem, am
uvještiti: im, jem
zatalasavati: am, em
kolčati: im, am
naroljati: am, jem
samovati: jem, am
smožđivati: jem, am
umotavati: am, im
drapljivati: jem, am
utiskivati: em, jem
razmiriti: im, jem
nasanjkavati: am, im
bajramovati: jem, am
poleći: em, im
pročamiti: im, jem
otklapati: am, im
vrednjivati: jem, em
zaslanjivati: jem, am
veseljavati: am, jem
ranjivati: jem, em
zaravnjivati: jem, am
orisivati: jem, am
šašavljivati: am, jem
pripeći: em, im
lučivati: jem, am
depopularizirati: am, im
ushuktati: am, em
bojavati: am, jem
slojavati: am, jem
ogrebenati: am, im
ogaraviti: im, am
zasmrdjeti: im, am
prolijevati: am, em
sklepavati: am, im
raspadnuti: em, im
glavljivati: jem, am
opojiti: im, jem
udomaćivati: jem, am
smještati: am, im
skrnaviti: im, em
zatrijeti: em, im
breći: em, im
zagrohotati: em, am
duševiti: im, jem
ciprizirati: am, em
došuškivati: jem, am
prenositi: im, am
nakrkati: am, im
krčmljivati: jem, am
opovrći: em, jem
ukiseliti: em, im
gorčavati: am, im
naplaćati: am, em
sračunavati: am, jem
odilaziti: im, em
živiti: im, am
podžapavati: am, im
emergirati: am, im
institucionalizirati: im, am
omašiti: im, jem
taborovati: jem, am
raštrkivati: jem, am
pokradati: am, im
demistificirati: am, im
rošavati: am, im
omladiti: im, jem
gučiti: im, am
upojmljivati: jem, am
umanjiti: im, am
prejesti: em, jem
odtegliti: im, jem
odrođivati: jem, am
zarotirati: am, em
osjenčiti: im, am
nagoriti: im, jem
vrtjeti: im, ijem
zajmljivati: jem, am
frankizirati: am, em
opličivati: jem, am
štrebati: am, im
trošukati: am, em
čvrknuti: em, im
isplaviti: im, ijem
jašnjivati: jem, em
pomodriti: im, jem
samostaljivati: jem, am
lagođivati: jem, am
motavati: am, im
instrumentalizirati: am, im
graduirati: am, em
odmjerati: am, im
pročavrljati: am, im
ispiljivati: jem, am
čangrizati: am, em
rastepati: am, im
izglavljivati: jem, am
raskvasiti: im, jem
paletizirati: am, em
tromboljiti: im, am
košivati: jem, am
brnčiti: im, am
veseljivati: jem, am
bljeđivati: jem, am
okolčiti: im, am
tramatati: am, em
porositi: im, am
pripetiti: im, am
huditi: im, am
odsjevnuti: em, im
složniti: im, jem
krućivati: jem, am
galiti: im, em
pravljati: am, em
guriti: im, em
malčirati: am, jem
pocrvati: am, im
nacificirati: am, em
otaljati: am, jem
narođivati: jem, am
pukavati: am, im
odsukivati: jem, am
spuzavati: am, em
zasvođivati: jem, am
zjapnuti: em, im
sekirati: am, em
aficirati: am, im
izlaktariti: im, em
sjeniti: im, em
srubljivati: jem, am
popločivati: jem, am
korjenovati: jem, im
proćerdati: am, im
podvoziti: im, jem
zamomčivati: am, jem
omekšivati: am, jem
raslojavati: am, jem
raspolavljati: am, im
monitorirati: am, im
sljušćivati: jem, am
pokrpiti: im, am
priprećivati: jem, am
dopuziti: em, im
doseljavati: am, jem
natrunjivati: jem, em
kapsulirati: am, im
otplaviti: im, ijem
prestrojavati: am, jem
regionalizirati: am, im
odtugovati: jem, am
kobeljivati: jem, am
osramoćivati: jem, em
poglasniti: im, am
dezatomizirati: am, em
otpjevavati: am, im
krinkati: am, em
promozgavati: am, im
skiknuti: em, im
zakaditi: im, am
zarazivati: am, jem
naimenovati: jem, im
začešljavati: am, jem
gonjati: am, jem
koljavati: am, jem
vrištati: im, am
birkati: am, em
lotati: em, am
presenećivati: jem, am
spanđati: am, em
pobojavati: am, jem
zasvrbjeti: im, jem
zamrčivati: jem, am
žutjeti: im, jem
izubijati: am, em
grušavati: am, im
obrlaćivati: jem, am
abrogirati: am, im
kliširati: am, em
nastreljivati: jem, am
saliti: ijem, im
ožutjeti: im, jem
suti: em, ijem
banjati: am, jem
nabusavati: am, jem
povlašiti: im, jem
eternizirati: am, im
operacionalizirati: am, im
zabrenčati: am, jem
nabređati: am, im
pozaključavati: am, im
žrijebati: am, em
ideologizirati: am, im
zabajati: am, jem
sastančiti: im, jem
lizivati: jem, am
potkivati: jem, am
dezodorirati: am, im
nadvirivati: jem, am
uskladištavati: am, im
zajahivati: jem, am
ušetavati: am, im
opernaćivati: jem, am
odljuštiti: im, jem
tendirati: am, im
trapati: am, im
babiti: im, jem
ozvaničivati: jem, am
pčelariti: im, jem
zacopavati: am, im
sinkopirati: am, em
zasužnjivati: jem, em
prirezivati: am, jem
slaniti: im, jem
prikopčati: am, em
slaveniti: im, jem
jodlati: am, im
upražnjavati: am, jem
odčitati: am, im
snašati: am, em
ožaliti: im, em
poispremještati: am, im
doteščati: am, im
eskortirati: am, em
zakartavati: am, im
baukati: am, em
podnimljivati: jem, am
splahnuti: em, im
iznašati: am, em
stravljivati: jem, am
nadoštuklavati: am, jem
hopsati: em, am
ispućiti: im, em
izbijeliti: im, em
izrežirati: am, im
zvonikati: am, im
omrijestiti: im, em
oduhovljavati: am, jem
pokojiti: im, am
razdjevičivati: jem, am
dosizati: em, am
izvojštiti: im, am
okvirivati: jem, am
trunjivati: jem, em
halogenizirati: am, im
kompostirati: am, im
blanširati: am, em
toboljiti: im, jem
viravati: am, jem
zacjenjivati: jem, am
uobičajiti: im, jem
pretiskivati: jem, am
prišljamčivati: am, jem
blanjavati: am, jem
dohitati: am, em
usložniti: im, jem
zalarmati: am, jem
bubrivati: jem, am
blijediti: im, am
počeprkati: am, im
uskopitnuti: em, im
obastrijeti: em, jem
dovinuti: em, jem
stručavati: am, im
krokirati: am, im
naživcirati: am, im
iznići: em, im
islabljivati: jem, am
visiti: im, am
povjediti: im, am
zvučivati: jem, am
perjati: am, im
šumljivati: jem, am
desegregirati: am, im
ulupati: am, im
pokostiti: im, jem
ovjenčavati: am, im
glašivati: jem, am
podnapijati: am, em
ošuriti: im, am
raspačati: am, im
ijekavizirati: am, im
štičiti: im, em
pacati: am, em
obljivati: jem, am
mlitavjeti: im, am
samoupravljati: am, im
zapredati: am, em
zapečaćivati: jem, am
čačkati: am, im
žmirnuti: em, im
plastificirati: am, im
cviljivati: jem, am
pozliti: im, em
miljivati: jem, am
nulificirati: am, em
zvjernuti: em, im
ždrokati: am, em
tenirati: am, em
prosvjećivati: jem, am
raspečaćivati: jem, am
tiskavati: am, im
masirati: am, em
zatuliti: im, em
ušuškati: am, im
probijeljeti: im, am
trefiti: im, jem
predići: em, im
raščišćivati: jem, am
odljubiti: im, am
ogrešivati: am, jem
svježiti: im, jem
zasprejati: em, am
oličivati: jem, am
opkoljivati: jem, am
beštimati: jem, am
zamračiti: im, jem
lešati: am, im
saponificirati: am, em
zagrebuckati: am, im
dopuhati: em, am
jarnuti: em, im
točniti: im, am
brčnuti: em, im
vlađivati: jem, am
đapati: am, em
uzbuđivati: jem, am
capati: am, im
promaljati: am, jem
izmilovati: jem, am
hljebiti: im, am
hruskati: am, em
infišati: am, em
podbunjivati: jem, am
potrpati: am, im
zavlađivati: jem, am
spuštati: am, im
brađivati: jem, am
okajavati: jem, am
klopiti: im, jem
ophrđati: am, em
obzidavati: jem, am
rješivati: jem, am
smunđavati: am, jem
zaklješćivati: jem, am
talonirati: am, em
amalgamizirati: am, im
upotrebljavati: am, jem
presladiti: im, jem
razgrizati: am, em
zjapljivati: jem, am
otpraćivati: jem, am
sasjeckati: am, im
mrifeti: em, am
podržavljivati: am, jem
popijevati: am, jem
proizaći: em, am
replicirati: am, em
reinvestirati: am, em
odlakaviti: im, am
prizalogajiti: im, jem
izgoriti: im, jem
nahrdati: am, im
raspričati: am, im
rastrežnjivati: jem, im
fluorirati: am, im
uračunavati: am, jem
prerasporediti: im, am
raščihati: am, em
sputiti: im, jem
smrđivati: jem, am
tehnokratizirati: am, im
nasukavati: am, im
proplesati: em, am
jestiti: im, jem
cipelariti: im, jem
čepiti: im, jem
sufiirati: am, im
usirivati: jem, am
hropiti: im, jem
izdojiti: im, jem
podlijepiti: im, jem
propentati: am, em
deprecirati: am, em
klamati: am, jem
spelovati: jem, am
bištati: im, am
urakljiti: im, am
nazočiti: im, am
obastirati: em, am
soptjeti: im, jem
dipliti: im, em
pijančiti: im, am
šljunčiti: im, am
prišaptavati: am, im
ostarijevati: am, jem
ronjati: am, jem
šljokati: am, em
devalorizirati: am, im
omamljivati: jem, am
važati: am, jem
runjaviti: im, jem
knezovati: jem, am
othrvati: am, jem
jurivati: jem, am
zagolicati: em, am
krpatiti: im, am
podstrekavati: am, im
proljepšavati: am, im
ulašćivati: jem, am
utipkati: am, em
oplješiviti: im, jem
ekscerptirati: am, im
kanjivati: jem, em
gazivati: am, jem
upiti: ijem, im
pučiti: im, jem
utanačivati: am, jem
pedalirati: am, im
strašivati: jem, am
predviđati: am, em
samospoznavati: jem, am
cjepidlačariti: im, am
zanemagati: em, am
predosjećati: am, em
ožimati: am, jem
večati: im, jem
oslijepiti: im, em
brekati: am, em
verglavati: am, jem
prosjedati: am, im
sjebati: am, em
teščati: im, am
prevagivati: jem, am
zglobljavati: am, jem
razgrađivati: jem, am
ispeljavati: am, jem
klinjati: jem, am
iskompromitirati: am, im
opsezati: em, im
ozdravljivati: jem, am
smrditi: im, am
usoptiti: im, jem
pakiravati: am, jem
pofrigati: am, em
esterificirati: am, im
degradirati: am, im
nišaniti: im, jem
prinesti: em, jem
argatovati: am, jem
skrckati: am, im
potrljati: am, em
ojediti: im, am
očovječiti: im, am
levitirati: am, em
dopraćivati: jem, am
dresirati: am, em
poharčivati: jem, am
osposobljivati: jem, am
potprašivati: jem, am
postroživati: jem, am
doglasiti: im, jem
odstrijeliti: im, em
iskreveljivati: jem, am
prinavljati: am, em
klesivati: jem, em
prepolavljati: am, im
gladnjivati: jem, am
presložiti: im, jem
konobariti: im, jem
nasrkati: am, em
razbujavati: am, jem
zagnajati: am, jem
čagrljati: am, em
kukurijekati: em, am
vještiti: im, jem
onespokojiti: im, am
dočepavati: am, im
došlepati: am, em
ćušiti: im, em
ljepljivati: jem, am
ispoljiti: im, ijem
upuzati: em, am
urasti: em, jem
disperzirati: am, em
okaditi: im, am
razoružati: am, jem
sjeckavati: am, im
lunjavati: am, jem
zabjegnuti: em, im
grohotnuti: em, im
mogućavati: am, jem
takmiti: im, jem
presaditi: im, am
koštavati: am, im
prikeljiti: im, jem
štosirati: am, em
benavljivati: jem, am
bražđivati: jem, am
manjivati: jem, em
prežaljivati: jem, am
ustoličivati: jem, am
kastiti: im, jem
mudrijašiti: im, jem
pripetati: am, em
šarafljivati: jem, am
zrikati: am, em
mlohaviti: im, am
smunđati: am, em
kniti: im, jem
odobrovoljivati: jem, am
dokurčiti: im, am
okišiti: im, em
tištiti: im, ijem
upoređivati: jem, am
visivati: jem, am
prilegnuti: em, im
bibati: am, em
obroniti: im, jem
uzreti: im, em
amaterizirati: am, im
svrbjeti: im, jem
podsipavati: am, im
anestezirati: am, em
harčivati: jem, am
brazditi: im, am
prepostaviti: im, am
postrožiti: im, jem
ispljuskivati: jem, am
odmjerivati: jem, am
lukšijati: am, jem
nasjecati: am, em
pridaviti: im, jem
kontati: am, im
užgati: am, im
zažućivati: jem, am
ushtjeti: im, em
iskopirati: am, em
tabuizirati: am, im
približavati: am, im
taborivati: am, jem
razdesiti: im, ijem
učetverostručivati: jem, am
ustravljivati: jem, am
zaodjeti: im, em
odgudjeti: im, am
